Invoice,Date,Month,Country,TransactionType,PrimaryIssue,IssueMask,ReviewStatus,SourceRows,FlaggedRows,RuleHits,MissingCustomerRows,MissingDescriptionRows,DuplicateRows,ZeroPriceRows,NegativePriceRows,AdjustmentRows,PositiveValue,FlaggedPositiveValue,DuplicatePositiveValue,UnidentifiedPositiveValue,SignedValue,FirstSourceRow
580309,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,13,0,0,0,0,0,0,0,0,433.12,0.0,0.0,0.0,433.12,521030
580310,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,2,0,0,0,0,0,0,0,0,35.4,0.0,0.0,0.0,35.4,521043
580311,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,55,0,0,0,0,0,0,0,0,894.25,0.0,0.0,0.0,894.25,521045
580314,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,6,0,0,0,0,0,0,0,0,20.11,0.0,0.0,0.0,20.11,521111
580315,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,40.8,0.0,0.0,0.0,40.8,521117
580316,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,21,0,0,0,0,0,0,0,0,660.84,0.0,0.0,0.0,660.84,521118
580317,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,25,0,0,0,0,0,0,0,0,584.52,0.0,0.0,0.0,584.52,521139
580318,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,34,0,0,0,0,0,0,0,0,629.37,0.0,0.0,0.0,629.37,521164
580319,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,14,0,0,0,0,0,0,0,0,310.18,0.0,0.0,0.0,310.18,521198
580320,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,20,0,0,0,0,0,0,0,0,462.5,0.0,0.0,0.0,462.5,521212
580321,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,2,0,0,0,0,0,0,0,0,50.4,0.0,0.0,0.0,50.4,521232
580322,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,11,0,0,0,0,0,0,0,0,418.0,0.0,0.0,0.0,418.0,521234
580331,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,204.0,0.0,0.0,0.0,204.0,521245
580351,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,5,0,0,0,0,0,0,0,0,95.85,0.0,0.0,0.0,95.85,521246
580355,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,7,0,0,0,0,0,0,0,0,411.32,0.0,0.0,0.0,411.32,521251
580356,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,15.0,0.0,0.0,0.0,15.0,521258
580357,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,26,0,0,0,0,0,0,0,0,945.13,0.0,0.0,0.0,945.13,521259
580358,2011-12-02,2011-12,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,3,3,3,0,0,3,0,0,0,5.85,5.85,5.85,0.0,5.85,521291
580358,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,47,0,0,0,0,0,0,0,0,495.95,0.0,0.0,0.0,495.95,521285
580359,2011-12-02,2011-12,United Kingdom,Adjustment / non-sale,Description missing,43,Review required,1,1,4,1,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,521335
580360,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,27,0,0,0,0,0,0,0,0,515.7,0.0,0.0,0.0,515.7,521336
580361,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,15.0,0.0,0.0,0.0,15.0,521363
580362,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,13,0,0,0,0,0,0,0,0,247.1,0.0,0.0,0.0,247.1,521364
580363,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,2685.0,0.0,0.0,0.0,2685.0,521377
580364,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,16,0,0,0,0,0,0,0,0,234.88,0.0,0.0,0.0,234.88,521378
580366,2011-12-02,2011-12,United Kingdom,Adjustment / non-sale,Zero unit price,9,Review required,3,3,6,3,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,521410
580366,2011-12-02,2011-12,United Kingdom,Positive sale line,Customer ID missing,1,Review required,42,42,42,42,0,0,0,0,0,198.26,198.26,0.0,198.26,198.26,521394
580367,2011-12-02,2011-12,United Kingdom,Positive sale line,Customer ID missing,1,Review required,650,650,650,650,0,0,0,0,0,6821.21,6821.21,0.0,6821.21,6821.21,521439
580368,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,39.6,0.0,0.0,0.0,39.6,522089
580369,2011-12-02,2011-12,United Kingdom,Positive sale line,Customer ID missing,1,Review required,12,12,12,12,0,0,0,0,0,59.21,59.21,0.0,59.21,59.21,522090
580370,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,3,0,0,0,0,0,0,0,0,209.52,0.0,0.0,0.0,209.52,522102
580371,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,104.0,0.0,0.0,0.0,104.0,522105
580372,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,10,0,0,0,0,0,0,0,0,110.73,0.0,0.0,0.0,110.73,522106
580373,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,15,0,0,0,0,0,0,0,0,310.99,0.0,0.0,0.0,310.99,522116
580374,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,19,0,0,0,0,0,0,0,0,492.85,0.0,0.0,0.0,492.85,522131
580375,2011-12-02,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,9,0,0,0,0,0,0,0,0,507.12,0.0,0.0,0.0,507.12,522150
580376,2011-12-02,2011-12,United Kingdom,Adjustment / non-sale,Zero unit price,9,Review required,1,1,2,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,522159
580377,2011-12-02,2011-12,United Kingdom,Adjustment / non-sale,Zero unit price,41,Review required,1,1,3,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,522160
580378,2011-12-02,2011-12,United Kingdom,Adjustment / non-sale,Zero unit price,41,Review required,1,1,3,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,522161
580379,2011-12-02,2011-12,United Kingdom,Adjustment / non-sale,Description missing,43,Review required,1,1,4,1,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,522162
580380,2011-12-02,2011-12,United Kingdom,Adjustment / non-sale,Zero unit price,41,Review required,1,1,3,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,522163
580381,2011-12-02,2011-12,United Kingdom,Adjustment / non-sale,Description missing,43,Review required,1,1,4,1,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,522164
580382,2011-12-02,2011-12,United Kingdom,Adjustment / non-sale,Zero unit price,41,Review required,1,1,3,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,522165
580383,2011-12-02,2011-12,United Kingdom,Adjustment / non-sale,Zero unit price,41,Review required,1,1,3,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,522166
580384,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,15,0,0,0,0,0,0,0,0,331.28,0.0,0.0,0.0,331.28,522167
580385,2011-12-04,2011-12,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,4,4,4,0,0,4,0,0,0,11.7,11.7,11.7,0.0,11.7,522196
580385,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,20,0,0,0,0,0,0,0,0,271.84,0.0,0.0,0.0,271.84,522182
580386,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,10,0,0,0,0,0,0,0,0,188.9,0.0,0.0,0.0,188.9,522206
580387,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,6,0,0,0,0,0,0,0,0,116.39,0.0,0.0,0.0,116.39,522216
580388,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,7,0,0,0,0,0,0,0,0,138.35,0.0,0.0,0.0,138.35,522222
580389,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,18,0,0,0,0,0,0,0,0,297.73,0.0,0.0,0.0,297.73,522229
580390,2011-12-04,2011-12,United Kingdom,Adjustment / non-sale,Zero unit price,9,Review required,1,1,2,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,522247
580391,2011-12-04,2011-12,United Kingdom,Adjustment / non-sale,Zero unit price,9,Review required,1,1,2,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,522248
580393,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,20,0,0,0,0,0,0,0,0,149.81,0.0,0.0,0.0,149.81,522250
580394,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,6,0,0,0,0,0,0,0,0,207.76,0.0,0.0,0.0,207.76,522270
580395,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,18,0,0,0,0,0,0,0,0,339.45,0.0,0.0,0.0,339.45,522276
580396,2011-12-04,2011-12,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,4,4,4,0,0,4,0,0,0,4.86,4.86,4.86,0.0,4.86,522317
580396,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,51,0,0,0,0,0,0,0,0,207.28,0.0,0.0,0.0,207.28,522294
580397,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,36,0,0,0,0,0,0,0,0,122.68,0.0,0.0,0.0,122.68,522349
580398,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,3,0,0,0,0,0,0,0,0,75.84,0.0,0.0,0.0,75.84,522385
580399,2011-12-04,2011-12,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,6,6,6,0,0,6,0,0,0,29.74,29.74,29.74,0.0,29.74,522435
580399,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,133,0,0,0,0,0,0,0,0,863.2,0.0,0.0,0.0,863.2,522388
580400,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,15,0,0,0,0,0,0,0,0,246.16,0.0,0.0,0.0,246.16,522527
580401,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,12,0,0,0,0,0,0,0,0,304.8,0.0,0.0,0.0,304.8,522542
580402,2011-12-04,2011-12,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,1,1,1,0,0,1,0,0,0,3.9,3.9,3.9,0.0,3.9,522562
580402,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,37,0,0,0,0,0,0,0,0,655.75,0.0,0.0,0.0,655.75,522554
580403,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,43,0,0,0,0,0,0,0,0,763.72,0.0,0.0,0.0,763.72,522592
580404,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,18,0,0,0,0,0,0,0,0,285.44,0.0,0.0,0.0,285.44,522635
580405,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,15,0,0,0,0,0,0,0,0,262.68,0.0,0.0,0.0,262.68,522653
580419,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,17,0,0,0,0,0,0,0,0,240.67,0.0,0.0,0.0,240.67,522668
580431,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,5,0,0,0,0,0,0,0,0,163.62,0.0,0.0,0.0,163.62,522685
580432,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,15,0,0,0,0,0,0,0,0,486.22,0.0,0.0,0.0,486.22,522690
580434,2011-12-04,2011-12,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,3,3,3,0,0,3,0,0,0,5.85,5.85,5.85,0.0,5.85,522718
580434,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,21,0,0,0,0,0,0,0,0,85.04,0.0,0.0,0.0,85.04,522705
580436,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,3,0,0,0,0,0,0,0,0,186.96,0.0,0.0,0.0,186.96,522729
580438,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,5,0,0,0,0,0,0,0,0,111.45,0.0,0.0,0.0,111.45,522732
580441,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,13,0,0,0,0,0,0,0,0,229.16,0.0,0.0,0.0,229.16,522737
580460,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,9,0,0,0,0,0,0,0,0,52.09,0.0,0.0,0.0,52.09,522750
580468,2011-12-04,2011-12,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,3,3,3,0,0,3,0,0,0,12.49,12.49,12.49,0.0,12.49,522781
580468,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,35,0,0,0,0,0,0,0,0,106.05,0.0,0.0,0.0,106.05,522759
580469,2011-12-04,2011-12,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,11,11,11,0,0,11,0,0,0,19.67,19.67,19.67,0.0,19.67,522808
580469,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,89,0,0,0,0,0,0,0,0,245.24,0.0,0.0,0.0,245.24,522797
580482,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,73,0,0,0,0,0,0,0,0,421.87,0.0,0.0,0.0,421.87,522897
580490,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,10,0,0,0,0,0,0,0,0,635.68,0.0,0.0,0.0,635.68,522970
580500,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,60,0,0,0,0,0,0,0,0,1067.33,0.0,0.0,0.0,1067.33,522980
580501,2011-12-04,2011-12,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,2,2,2,0,0,2,0,0,0,4.16,4.16,4.16,0.0,4.16,523051
580501,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,71,0,0,0,0,0,0,0,0,495.83,0.0,0.0,0.0,495.83,523040
580502,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,82,0,0,0,0,0,0,0,0,411.44,0.0,0.0,0.0,411.44,523113
580503,2011-12-04,2011-12,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,1,1,1,0,0,1,0,0,0,2.95,2.95,2.95,0.0,2.95,523213
580503,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,20,0,0,0,0,0,0,0,0,153.55,0.0,0.0,0.0,153.55,523195
580504,2011-12-04,2011-12,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,5,5,5,0,0,5,0,0,0,9.71,9.71,9.71,0.0,9.71,523247
580504,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,72,0,0,0,0,0,0,0,0,380.13,0.0,0.0,0.0,380.13,523216
580505,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,37,0,0,0,0,0,0,0,0,285.58,0.0,0.0,0.0,285.58,523293
580506,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,9,0,0,0,0,0,0,0,0,309.1,0.0,0.0,0.0,309.1,523330
580508,2011-12-04,2011-12,United Kingdom,Positive sale line,Customer ID missing,1,Review required,15,15,15,15,0,0,0,0,0,36.6,36.6,0.0,36.6,36.6,523341
580509,2011-12-04,2011-12,France,Positive sale line,No rule triggered,0,No rule triggered,21,0,0,0,0,0,0,0,0,361.35,0.0,0.0,0.0,361.35,523356
580511,2011-12-04,2011-12,Germany,Positive sale line,No rule triggered,0,No rule triggered,28,0,0,0,0,0,0,0,0,697.7,0.0,0.0,0.0,697.7,523378
580512,2011-12-04,2011-12,Germany,Positive sale line,No rule triggered,0,No rule triggered,19,0,0,0,0,0,0,0,0,389.62,0.0,0.0,0.0,389.62,523406
580513,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,117,0,0,0,0,0,0,0,0,382.96,0.0,0.0,0.0,382.96,523425
580514,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,26,0,0,0,0,0,0,0,0,334.7,0.0,0.0,0.0,334.7,523542
580515,2011-12-04,2011-12,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,1,1,1,0,0,1,0,0,0,10.08,10.08,10.08,0.0,10.08,523576
580515,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,12,0,0,0,0,0,0,0,0,103.24,0.0,0.0,0.0,103.24,523568
580516,2011-12-04,2011-12,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,4,4,4,0,0,4,0,0,0,13.59,13.59,13.59,0.0,13.59,523605
580516,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,61,0,0,0,0,0,0,0,0,279.37,0.0,0.0,0.0,279.37,523581
580517,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,15,0,0,0,0,0,0,0,0,557.2,0.0,0.0,0.0,557.2,523646
580518,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,14,0,0,0,0,0,0,0,0,442.3,0.0,0.0,0.0,442.3,523661
580519,2011-12-04,2011-12,United Kingdom,Positive sale line,Customer ID missing,1,Review required,64,64,64,64,0,0,0,0,0,4171.41,4171.41,0.0,4171.41,4171.41,523675
580520,2011-12-04,2011-12,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,7,7,7,0,0,7,0,0,0,8.37,8.37,8.37,0.0,8.37,523761
580520,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,120,0,0,0,0,0,0,0,0,428.45,0.0,0.0,0.0,428.45,523739
580521,2011-12-04,2011-12,United Kingdom,Positive sale line,Customer ID missing,1,Review required,1,1,1,1,0,0,0,0,0,7.95,7.95,0.0,7.95,7.95,523866
580523,2011-12-04,2011-12,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,3,3,3,0,0,3,0,0,0,4.79,4.79,4.79,0.0,4.79,523875
580523,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,61,0,0,0,0,0,0,0,0,406.86,0.0,0.0,0.0,406.86,523868
580524,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,11,0,0,0,0,0,0,0,0,164.68,0.0,0.0,0.0,164.68,523932
580525,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,4,0,0,0,0,0,0,0,0,232.0,0.0,0.0,0.0,232.0,523943
580526,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,31,0,0,0,0,0,0,0,0,593.75,0.0,0.0,0.0,593.75,523947
580527,2011-12-04,2011-12,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,1,1,1,0,0,1,0,0,0,2.1,2.1,2.1,0.0,2.1,524027
580527,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,114,0,0,0,0,0,0,0,0,372.27,0.0,0.0,0.0,372.27,523978
580528,2011-12-04,2011-12,EIRE,Positive sale line,No rule triggered,0,No rule triggered,30,0,0,0,0,0,0,0,0,773.54,0.0,0.0,0.0,773.54,524093
580529,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,15,0,0,0,0,0,0,0,0,124.01,0.0,0.0,0.0,124.01,524123
580530,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,5,0,0,0,0,0,0,0,0,118.5,0.0,0.0,0.0,118.5,524138
580531,2011-12-04,2011-12,Germany,Positive sale line,No rule triggered,0,No rule triggered,4,0,0,0,0,0,0,0,0,92.55,0.0,0.0,0.0,92.55,524143
580532,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,6,0,0,0,0,0,0,0,0,587.92,0.0,0.0,0.0,587.92,524147
580533,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,96.3,0.0,0.0,0.0,96.3,524153
580534,2011-12-04,2011-12,France,Positive sale line,No rule triggered,0,No rule triggered,8,0,0,0,0,0,0,0,0,208.24,0.0,0.0,0.0,208.24,524154
580535,2011-12-04,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,7,0,0,0,0,0,0,0,0,126.12,0.0,0.0,0.0,126.12,524162
580536,2011-12-04,2011-12,France,Positive sale line,No rule triggered,0,No rule triggered,26,0,0,0,0,0,0,0,0,462.3,0.0,0.0,0.0,462.3,524169
580537,2011-12-04,2011-12,United Kingdom,Positive sale line,Customer ID missing,1,Review required,10,10,10,10,0,0,0,0,0,29.51,29.51,0.0,29.51,29.51,524195
580538,2011-12-05,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,8,0,0,0,0,0,0,0,0,316.78,0.0,0.0,0.0,316.78,524205
580539,2011-12-05,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,22,0,0,0,0,0,0,0,0,310.73,0.0,0.0,0.0,310.73,524213
580540,2011-12-05,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,18,0,0,0,0,0,0,0,0,404.83,0.0,0.0,0.0,404.83,524235
580541,2011-12-05,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,53,0,0,0,0,0,0,0,0,778.04,0.0,0.0,0.0,778.04,524253
580542,2011-12-05,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,3,0,0,0,0,0,0,0,0,52.02,0.0,0.0,0.0,52.02,524306
580543,2011-12-05,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,23,0,0,0,0,0,0,0,0,578.72,0.0,0.0,0.0,578.72,524309
580544,2011-12-05,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,25,0,0,0,0,0,0,0,0,391.46,0.0,0.0,0.0,391.46,524332
580545,2011-12-05,2011-12,Portugal,Positive sale line,No rule triggered,0,No rule triggered,14,0,0,0,0,0,0,0,0,252.25,0.0,0.0,0.0,252.25,524357
580546,2011-12-05,2011-12,United Kingdom,Adjustment / non-sale,Zero unit price,41,Review required,1,1,3,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,524371
580547,2011-12-05,2011-12,United Kingdom,Adjustment / non-sale,Zero unit price,41,Review required,1,1,3,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,524372
580548,2011-12-05,2011-12,Germany,Positive sale line,No rule triggered,0,No rule triggered,4,0,0,0,0,0,0,0,0,69.0,0.0,0.0,0.0,69.0,524373
580549,2011-12-05,2011-12,United Kingdom,Adjustment / non-sale,Zero unit price,9,Review required,1,1,2,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,524377
580550,2011-12-05,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,30,0,0,0,0,0,0,0,0,369.44,0.0,0.0,0.0,369.44,524378
580552,2011-12-05,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,10,0,0,0,0,0,0,0,0,194.98,0.0,0.0,0.0,194.98,524408
580553,2011-12-05,2011-12,USA,Positive sale line,No rule triggered,0,No rule triggered,21,0,0,0,0,0,0,0,0,615.28,0.0,0.0,0.0,615.28,524418
580554,2011-12-05,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,2,0,0,0,0,0,0,0,0,286.8,0.0,0.0,0.0,286.8,524439
580555,2011-12-05,2011-12,EIRE,Positive sale line,No rule triggered,0,No rule triggered,13,0,0,0,0,0,0,0,0,512.0,0.0,0.0,0.0,512.0,524441
580556,2011-12-05,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,2,0,0,0,0,0,0,0,0,121.8,0.0,0.0,0.0,121.8,524454
580557,2011-12-05,2011-12,EIRE,Positive sale line,No rule triggered,0,No rule triggered,4,0,0,0,0,0,0,0,0,75.4,0.0,0.0,0.0,75.4,524456
580558,2011-12-05,2011-12,Channel Islands,Positive sale line,No rule triggered,0,No rule triggered,5,0,0,0,0,0,0,0,0,198.4,0.0,0.0,0.0,198.4,524460
580559,2011-12-05,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,9,0,0,0,0,0,0,0,0,202.95,0.0,0.0,0.0,202.95,524465
580561,2011-12-05,2011-12,United Kingdom,Adjustment / non-sale,Zero unit price,41,Review required,1,1,3,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,524474
580580,2011-12-05,2011-12,United Kingdom,Adjustment / non-sale,Description missing,11,Review required,1,1,3,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,524475
580586,2011-12-05,2011-12,United Kingdom,Adjustment / non-sale,Zero unit price,9,Review required,1,1,2,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,524476
580588,2011-12-05,2011-12,United Kingdom,Adjustment / non-sale,Description missing,11,Review required,1,1,3,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,524477
580595,2011-12-05,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,22,0,0,0,0,0,0,0,0,484.1,0.0,0.0,0.0,484.1,524478
580596,2011-12-05,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,15,0,0,0,0,0,0,0,0,304.41,0.0,0.0,0.0,304.41,524500
580598,2011-12-05,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,9,0,0,0,0,0,0,0,0,323.1,0.0,0.0,0.0,323.1,524517
580599,2011-12-05,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,22,0,0,0,0,0,0,0,0,325.74,0.0,0.0,0.0,325.74,524526
580600,2011-12-05,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,28,0,0,0,0,0,0,0,0,146.01,0.0,0.0,0.0,146.01,524548
580601,2011-12-05,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,5.0,524576
580602,2011-12-05,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,7,0,0,0,0,0,0,0,0,116.84,0.0,0.0,0.0,116.84,524577
580603,2011-12-05,2011-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,19,0,0,0,0,0,0,0,0,380.6,0.0,0.0,0.0,380.6,524584
